,player,pos,team,season,games_played,corsi_for,corsi_ag,corsi_for%,corsi_for%_rel,corsi/60,corsi_rel/60,fen_for,fen_ag,fen_for%,fen_for%_rel,team_onice_sh%,team_onice_sv%,pdo,off_zs%,def_zs%,toi/game,faceoffs_won,faceoffs_lost,faceoff%,hits,blocks,takeaways,giveaways
1676,Chad Larose,LW,CAR,2007-08,58,690,804,46.2,-10.8,-8.4,-16.7,513,599,46.1,-10.7,8.6,89.8,98.4,49.8,50.2,14.1,6,13,31.6,73,15,24,14
1677,Mathieu Perreault,C,ANA,2013-14,69,1050,757,58.1,9.4,18.4,19.8,807,571,58.6,9.0,10.1,92.2,102.2,63.1,36.9,13.9,437,393,52.7,73,15,19,19
1678,Nathan Gerbe,LW,CAR,2014-15,78,1297,1046,55.4,3.2,11.7,7.2,978,772,55.9,4.5,6.5,90.6,97.0,54.1,45.9,16.4,9,6,60.0,73,23,51,38
1679,Devin Setoguchi,RW,MIN,2011-12,69,1177,973,54.7,11.9,10.1,17.6,866,727,54.4,11.0,8.0,90.4,98.4,60.1,39.9,17.6,3,8,27.3,73,23,31,23
1680,Vinny Prospal,LW,TOT,2007-08,80,1568,1260,55.4,6.2,0.0,0.0,1193,942,55.9,5.9,11.1,89.8,101.0,67.1,32.9,,141,115,55.1,73,37,42,36
1681,Dwight King,LW,LAK,2015-16,47,623,632,49.6,-6.9,-0.8,-8.3,456,485,48.5,-9.6,6.3,91.5,97.8,53.9,46.1,14.4,2,5,28.6,73,6,5,6
1682,Mike Richards,C,LAK,2013-14,82,1515,1109,57.7,-0.2,17.5,9.3,1143,894,56.1,-1.2,7.1,91.1,98.2,61.7,38.3,17.0,489,418,53.9,73,21,28,65
1683,Dave Moss,LW,PHX,2012-13,45,590,656,47.4,-5.6,-5.7,-9.1,462,488,48.6,-5.3,8.5,91.8,100.3,31.7,68.3,15.6,9,22,29.0,73,34,15,6
1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Petr Prucha,C,PHX,2009-10,79,1106,770,59.0,9.4,18.4,18.9,855,598,58.8,9.6,7.3,92.5,99.8,57.8,42.2,13.9,68,82,45.3,73,16,26,20
1686,Patrice Bergeron,C,BOS,2011-12,81,1703,1191,58.8,5.8,20.4,17.1,1274,881,59.1,7.4,9.8,92.1,101.9,48.4,51.6,18.6,973,668,59.3,73,67,55,25
1687,Chris Higgins,LW,VAN,2014-15,77,1109,1149,49.1,-0.5,-2.0,-1.2,838,844,49.8,-0.8,8.5,91.4,99.9,43.6,56.4,15.8,3,6,33.3,73,34,28,19
1688,Cam Janssen,RW,STL,2009-10,43,151,175,46.3,-4.4,-7.1,-8.0,113,149,43.1,-7.4,8.5,91.9,100.3,52.9,47.1,4.7,0,1,0.0,73,2,2,1
1689,Kyle Brodziak,C,MIN,2013-14,81,821,1349,37.8,-17.0,-24.1,-28.8,590,992,37.3,-17.6,8.6,92.4,101.0,26.5,73.5,16.2,590,633,48.2,73,41,49,20
1690,Kyle Chipchura,C,ARI,2015-16,70,527,723,42.2,-8.5,-16.4,-17.2,392,549,41.7,-8.6,6.7,89.6,96.3,36.1,63.9,10.2,88,80,52.4,73,13,25,16
1691,Jason Chimera,LW,WSH,2012-13,47,553,592,48.3,-1.4,-3.9,-3.6,383,446,46.2,-4.4,7.0,92.5,99.5,47.6,52.4,12.7,21,15,58.3,73,12,10,20
1692,Ben Eager,LW,EDM,2011-12,63,410,527,43.8,-4.6,-13.0,-11.4,302,388,43.8,-5.9,7.4,93.5,100.8,49.3,50.7,8.5,0,2,0.0,73,17,13,17
1693,Paul Bissonnette,LW,PHX,2009-10,41,192,177,52.0,-1.8,3.9,0.0,145,141,50.7,-2.0,7.4,90.8,98.2,61.3,38.7,5.6,0,0,,73,3,4,4
1694,Joakim Nordstrom,C,CHI,2014-15,38,342,381,47.3,-6.5,-5.6,-14.1,259,275,48.5,-4.4,3.1,93.0,96.1,14.1,85.9,11.0,2,8,20.0,73,17,12,3
1695,Gilbert Brule,C,CBJ,2007-08,61,513,403,56.0,3.5,10.9,8.4,403,324,55.4,3.1,5.0,92.7,97.6,63.2,36.8,9.9,40,38,51.3,73,11,14,10
1696,Ethan Moreau,LW,CBJ,2010-11,37,288,513,36.0,-16.3,-29.2,-31.5,214,362,37.2,-14.6,5.0,90.4,95.4,32.9,67.1,12.5,5,12,29.4,73,23,7,3
1697,Dennis Everberg,RW,COL,2014-15,55,482,708,40.5,-4.6,-20.9,-10.7,342,486,41.3,-4.5,8.3,92.1,100.3,44.4,55.6,11.8,0,3,0.0,73,41,20,11
1698,Jason Chimera,LW,CBJ,2007-08,81,1179,1178,50.0,-3.6,0.0,-3.2,916,929,49.6,-3.1,6.7,91.8,98.5,44.8,55.2,17.5,16,19,45.7,73,15,19,22
1699,Jay Beagle,RW,WSH,2014-15,62,608,795,43.3,-9.4,-14.1,-20.4,447,576,43.7,-9.4,9.3,90.7,100.0,38.2,61.8,12.8,217,167,56.5,73,33,30,6
1700,Jonathan Huberdeau,LW,FLA,2013-14,69,1080,866,55.5,6.8,11.9,13.4,799,674,54.2,5.3,7.6,91.3,98.9,60.2,39.8,15.6,5,6,45.5,73,23,32,21
1701,Brad Marchand,LW,BOS,2014-15,77,1394,1085,56.2,5.5,14.2,12.7,1012,815,55.4,5.5,8.1,89.2,97.3,46.5,53.5,16.9,13,19,40.6,72,28,52,45
1702,Anze Kopitar,C,LAK,2011-12,82,1963,1398,58.4,7.4,19.6,18.6,1451,1075,57.4,6.8,9.9,90.8,100.7,54.1,45.9,21.1,754,646,53.9,72,53,73,52
1703,Matthew Lombardi,C,CGY,2007-08,82,1037,1241,45.5,-12.1,-8.6,-16.3,808,996,44.8,-11.5,7.2,90.6,97.8,42.1,57.9,17.3,455,500,47.6,72,53,40,29
1704,Michael Frolik,C,FLA,2009-10,82,1452,1260,53.5,10.7,8.0,16.1,1084,932,53.8,10.6,8.7,92.2,100.8,55.7,44.3,17.5,13,22,37.1,72,32,41,30
1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Bill Guerin,RW,TOT,2008-09,78,1410,1114,55.9,8.6,0.0,0.0,1042,817,56.1,8.7,9.8,90.4,100.2,67.3,32.7,,30,34,46.9,72,29,32,36
1707,Matt Read,RW,PHI,2013-14,75,1199,1351,47.0,-6.5,-6.5,-10.9,891,1022,46.6,-7.0,8.4,90.5,98.9,40.2,59.8,18.8,12,16,42.9,72,54,45,22
1708,Todd Bertuzzi,RW,DET,2013-14,59,846,612,58.0,8.2,16.2,16.4,647,487,57.1,6.3,9.6,88.6,98.2,65.7,34.3,14.7,9,9,50.0,72,14,13,27
1709,Chris Kelly,C,BOS,2013-14,57,661,768,46.3,-10.2,-7.7,-15.5,480,582,45.2,-11.0,8.7,90.2,98.9,38.0,62.0,14.7,283,296,48.9,72,29,32,12
1710,Ryan Carter,C,NJD,2013-14,62,474,512,48.1,-6.4,-3.2,-7.1,365,367,49.9,-4.6,5.0,92.3,97.3,44.8,55.2,11.3,16,20,44.4,72,24,14,9
1711,Riley Sheahan,C,DET,2015-16,81,1004,1116,47.4,-8.0,-5.4,-10.8,758,873,46.5,-8.2,8.8,90.0,98.9,46.9,53.1,15.2,358,424,45.8,72,40,20,21
1712,Olli Jokinen,C,TOT,2008-09,76,1607,1205,57.1,11.1,0.0,0.0,1243,962,56.4,10.7,8.7,91.0,99.7,67.6,32.4,,413,539,43.4,72,23,38,43
1713,Mike Ribeiro,C,PHX,2013-14,80,1685,1121,60.0,12.7,23.5,26.5,1213,873,58.1,10.4,8.7,90.7,99.5,77.7,22.3,18.0,391,512,43.3,72,18,24,46
1714,Brad Marchand,C,BOS,2011-12,76,1529,1028,59.8,7.2,22.4,19.7,1134,775,59.4,8.1,9.9,92.1,102.0,56.2,43.8,17.6,5,4,55.6,72,21,40,41
1715,Chris Stewart,RW,ANA,2015-16,56,600,490,55.0,3.1,10.9,8.5,448,368,54.9,2.1,9.4,92.0,101.4,58.1,41.9,10.8,3,6,33.3,72,10,12,20
1716,Krys Barch,RW,DAL,2007-08,48,213,211,50.2,-3.5,0.4,-3.0,153,171,47.2,-5.6,6.4,92.2,98.6,66.7,33.3,6.5,0,2,0.0,72,6,10,10
1717,Wayne Simmonds,RW,PHI,2012-13,45,814,596,57.7,12.1,18.6,23.1,617,432,58.8,12.6,10.0,90.7,100.7,67.0,33.0,15.6,2,1,66.7,72,16,10,19
1718,Ben Smith,RW,TOT,2014-15,80,800,1089,42.4,-15.2,0.0,0.0,572,765,42.8,-13.8,5.5,94.5,100.0,26.1,73.9,,310,284,52.2,72,75,22,16
1719,Matt Stajan,C,CGY,2014-15,59,537,771,41.1,-7.4,-19.8,-16.6,392,560,41.2,-8.0,8.3,93.1,101.5,28.4,71.6,12.0,306,307,49.9,72,21,33,30
1720,Ryan Nugent-Hopkins,C,EDM,2013-14,80,1522,1544,49.6,6.1,-0.8,6.3,1148,1202,48.9,6.2,10.4,90.2,100.6,65.3,34.7,20.4,543,737,42.4,72,35,63,50
1721,Sean Couturier,C,PHI,2014-15,82,1244,1432,46.5,-4.4,-7.5,-9.5,901,1072,45.7,-5.1,9.5,90.0,99.5,35.9,64.1,18.4,643,678,48.7,72,35,40,30
1722,Sean Bergenheim,LW,TOT,2014-15,56,672,574,53.9,4.0,0.0,0.0,529,446,54.3,4.4,7.2,91.2,98.4,51.6,48.4,,2,4,33.3,72,13,34,10
1723,Rene Bourque,LW,CHI,2007-08,62,652,823,44.2,-10.7,-11.0,-15.0,499,649,43.5,-12.3,10.2,91.2,101.5,45.6,54.4,15.0,2,6,25.0,72,22,23,6
1724,Jay McClement,C,COL,2011-12,80,739,1149,39.1,-16.1,-22.4,-28.1,552,859,39.1,-15.5,7.5,90.3,97.8,22.7,77.3,13.8,448,425,51.3,72,54,34,16
1725,Jordin Tootoo,RW,NSH,2009-10,51,564,484,53.8,0.8,8.7,5.2,441,371,54.3,1.1,6.8,92.3,99.1,51.1,48.9,10.8,2,6,25.0,72,7,13,34
1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Colin McDonald,RW,NYI,2014-15,18,185,179,50.8,-1.5,1.9,-3.5,136,129,51.3,-1.7,8.7,87.2,96.0,45.9,54.1,10.5,2,2,50.0,72,6,2,5
1728,Lars Eller,C,MTL,2011-12,79,980,1137,46.3,-4.3,-7.8,-8.4,692,807,46.2,-5.0,7.8,91.2,98.9,45.2,54.8,15.3,319,366,46.6,72,55,42,31
1729,Tomas Kopecky,RW,CHI,2009-10,74,718,458,61.1,2.2,22.2,13.2,535,329,61.9,1.2,7.6,89.4,97.0,63.3,36.7,9.5,52,66,44.1,72,11,27,7
1730,Jordan Nolan,C,LAK,2012-13,44,277,285,49.3,-9.6,-1.3,-9.5,197,233,45.8,-12.7,7.5,90.5,98.0,64.4,35.6,8.5,0,8,0.0,72,5,7,10
1731,Dominic Moore,C,TOT,2008-09,81,1301,1331,49.4,-4.8,0.0,0.0,990,1008,49.5,-5.4,10.1,87.5,97.6,46.5,53.5,,665,567,54.0,72,37,41,44
1732,T.J. Oshie,C,STL,2010-11,49,959,767,55.6,3.4,12.3,10.1,730,561,56.5,3.5,10.2,90.2,100.4,56.3,43.7,19.2,100,127,44.1,71,40,47,17
1733,Marty Reasoner,C,FLA,2010-11,82,1112,1476,43.0,-9.0,-15.5,-17.7,835,1125,42.6,-9.0,7.2,92.5,99.8,33.5,66.5,17.2,700,584,54.5,71,57,52,17
1734,Zach Parise,LW,MIN,2015-16,70,1486,1149,56.4,9.7,15.0,18.5,1096,858,56.1,8.5,8.6,91.4,100.0,70.1,29.9,19.3,0,4,0.0,71,42,39,18
1735,James Neal,LW,NSH,2014-15,67,1506,922,62.0,13.3,29.0,31.6,1084,682,61.4,11.6,9.9,90.7,100.6,71.2,28.8,18.1,7,10,41.2,71,30,37,31
1736,Ronalds Kenins,LW,VAN,2014-15,30,306,334,47.8,-2.5,-4.6,-5.2,228,244,48.3,-2.5,8.9,90.9,99.8,42.8,57.2,12.3,0,0,,71,7,13,9
1737,Nikolai Kulemin,LW,TOR,2008-09,73,1016,838,54.8,3.6,10.8,9.3,752,605,55.4,4.1,9.9,88.3,98.2,60.7,39.3,13.6,35,31,53.0,71,42,27,31
1738,Ryan Jones,LW,TOT,2009-10,49,478,439,52.1,-0.1,0.0,0.0,346,334,50.9,-1.0,7.9,93.3,101.2,55.6,44.4,,0,1,0.0,71,21,16,13
1739,Byron Bitz,RW,BOS,2008-09,35,274,279,49.5,-1.0,-0.8,-1.4,212,191,52.6,1.8,5.3,94.5,99.7,51.3,48.7,10.4,21,29,42.0,71,15,4,4
1740,Jacob de La Rose,LW,MTL,2014-15,33,318,444,41.7,-9.2,-16.6,-18.6,240,306,44.0,-6.9,5.4,91.6,97.0,33.6,66.4,13.8,64,96,40.0,71,24,6,13
1741,Sven Andrighetto,RW,MTL,2015-16,44,642,517,55.4,3.8,12.1,10.0,474,375,55.8,4.4,8.5,91.8,100.3,67.4,32.6,14.1,3,4,42.9,71,17,9,13
1742,Benoit Pouliot,LW,EDM,2014-15,58,974,837,53.8,6.1,8.5,13.4,712,655,52.1,4.6,10.5,90.3,100.8,63.0,37.0,16.6,13,21,38.2,71,31,40,36
1743,George Parros,RW,ANA,2009-10,57,235,323,42.1,-7.1,-15.4,-14.6,184,253,42.1,-6.7,6.5,97.4,103.9,62.0,38.0,6.0,1,6,14.3,71,14,3,7
1744,Lauri Korpikoski,LW,PHX,2012-13,36,565,635,47.1,-7.9,-6.8,-12.8,405,456,47.0,-9.2,8.2,89.0,97.2,42.1,57.9,17.1,6,10,37.5,71,27,18,5
1745,Mark Recchi,RW,TOT,2007-08,72,1089,1068,50.5,6.7,0.0,0.0,827,841,49.6,5.1,11.6,91.5,103.1,59.1,40.9,,27,31,46.6,71,22,34,44
1746,Jamie Benn,LW,DAL,2012-13,41,840,673,55.5,12.4,12.3,19.6,610,508,54.6,13.9,10.7,88.7,99.4,65.1,34.9,19.9,327,382,46.1,71,32,41,31
1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Colin Fraser,C,LAK,2012-13,34,241,251,49.0,-7.3,-1.9,-8.4,168,201,45.5,-10.3,7.7,88.9,96.6,60.2,39.8,9.4,78,90,46.4,71,11,7,1
1749,Rick Nash,LW,CBJ,2008-09,78,1623,1285,55.8,5.4,12.3,11.8,1228,990,55.4,5.0,10.1,88.7,98.9,56.0,44.0,21.2,5,13,27.8,71,29,70,34
1750,Mike Knuble,RW,WSH,2009-10,69,1336,938,58.8,6.9,20.8,18.4,939,713,56.8,5.7,13.3,91.7,105.0,64.3,35.7,16.6,0,6,0.0,71,34,32,18
1751,Gregory Campbell,C,BOS,2012-13,48,555,684,44.8,-12.4,-11.8,-19.8,409,495,45.2,-11.7,8.0,92.5,100.5,44.2,55.8,13.7,189,212,47.1,71,28,15,8
1752,Colton Sceviour,C,DAL,2015-16,71,788,895,46.8,-9.4,-7.1,-14.8,569,644,46.9,-9.5,9.3,91.0,100.3,35.2,64.8,12.7,9,15,37.5,71,52,30,27
1753,Cody Eakin,C,DAL,2012-13,48,607,712,46.0,-1.6,-8.7,-6.0,413,536,43.5,-3.5,11.0,91.1,102.1,49.5,50.5,15.1,304,322,48.6,71,29,27,25
1754,Rene Bourque,RW,TOT,2014-15,51,630,618,50.5,1.4,0.0,0.0,454,466,49.3,0.3,8.8,90.2,99.0,53.8,46.2,,4,6,40.0,71,11,6,13
1755,Micheal Ferland,LW,CGY,2014-15,26,229,260,46.8,0.7,-6.8,1.6,170,174,49.4,0.8,7.5,95.2,102.7,46.3,53.7,10.5,0,0,,71,11,19,11
1756,Tye McGinn,LW,TOT,2014-15,51,453,502,47.4,-1.9,0.0,0.0,305,358,46.0,-2.8,6.4,94.1,100.5,50.0,50.0,,1,1,50.0,71,17,8,11
1757,Eric Belanger,C,PHX,2010-11,82,1355,1355,50.0,0.1,0.0,0.1,1012,1043,49.2,0.7,9.6,91.8,101.5,43.6,56.4,17.3,717,580,55.3,71,45,45,29
1758,Brandon Prust,LW,TOT,2009-10,69,488,429,53.2,2.9,0.0,0.0,373,322,53.7,4.3,9.1,93.7,102.8,56.1,43.9,,13,18,41.9,71,15,11,12
1759,Jarome Iginla,RW,COL,2015-16,82,1292,1200,51.8,7.1,4.2,10.2,956,892,51.7,6.1,9.9,90.1,100.0,63.2,36.8,15.9,61,54,53.0,70,45,22,22
1760,Jeff Skinner,RW,CAR,2010-11,82,1521,1180,56.3,8.7,15.1,18.1,1075,887,54.8,8.1,11.3,91.1,102.4,63.5,36.5,16.5,58,97,37.4,70,28,62,31
1761,Ryan White,RW,MTL,2010-11,27,219,212,50.8,1.8,1.7,2.9,157,155,50.3,0.8,9.8,93.1,102.9,44.6,55.4,8.9,13,19,40.6,70,8,8,5
1762,Matt Cullen,C,TOT,2009-10,81,1510,1331,53.2,3.2,0.0,0.0,1121,998,52.9,3.8,10.1,89.7,99.7,54.1,45.9,,568,542,51.2,70,48,53,35
1763,Pavel Datsyuk,C,DET,2015-16,66,1469,843,63.5,13.8,29.0,29.2,1116,665,62.7,13.3,9.0,91.3,100.2,67.7,32.3,19.7,599,517,53.7,70,33,48,26
1764,Trent Hunter,RW,LAK,2011-12,38,358,280,56.1,5.0,12.5,11.3,266,213,55.5,4.8,5.4,92.4,97.8,49.3,50.7,9.8,3,20,13.0,70,6,3,7
1765,Claude Giroux,RW,PHI,2011-12,77,1916,1415,57.5,6.7,18.1,17.2,1446,1058,57.7,6.3,10.5,89.5,100.0,52.9,47.1,21.5,828,715,53.7,70,44,50,44
1766,Gabriel Bourque,LW,NSH,2013-14,74,961,907,51.4,2.5,3.2,4.2,749,656,53.3,3.6,8.1,88.3,96.4,53.5,46.5,13.8,0,1,0.0,70,34,20,21
1767,Daniel Paille,LW,BOS,2013-14,72,565,756,42.8,-13.8,-14.5,-22.2,423,541,43.9,-12.1,7.7,93.2,100.9,49.8,50.2,11.0,11,6,64.7,70,30,32,13
1768,Steve Downie,RW,TOT,2013-14,62,853,729,53.9,3.6,0.0,0.0,626,566,52.5,1.2,10.7,91.6,102.3,54.5,45.5,,4,3,57.1,70,18,24,21
1769,Dany Heatley,RW,MIN,2011-12,82,1755,1499,53.9,12.6,9.0,17.6,1301,1116,53.8,12.1,9.0,92.6,101.6,60.7,39.3,20.9,36,31,53.7,70,45,33,33
1770,Matt D'Agostini,RW,STL,2010-11,82,1225,952,56.3,4.8,13.5,12.0,924,714,56.4,4.8,11.4,91.2,102.7,57.3,42.7,14.8,21,34,38.2,70,36,24,12
1771,Travis Zajac,C,NJD,2014-15,74,1048,1162,47.4,2.8,-4.9,4.9,804,879,47.8,3.8,8.6,91.6,100.1,47.4,52.6,19.0,629,564,52.7,70,35,49,32
1772,Warren Peters,LW,MIN,2011-12,58,404,672,37.5,-11.0,-26.2,-24.6,297,466,38.9,-9.2,3.1,91.0,94.1,31.2,68.8,10.6,255,210,54.8,70,34,24,9
1773,Milan Michalek,LW,SJS,2007-08,79,1412,903,61.0,9.3,21.4,19.7,1087,671,61.8,8.2,11.6,91.8,103.3,65.5,34.5,18.0,6,4,60.0,70,31,37,34
1774,Anze Kopitar,C,LAK,2012-13,47,1115,663,62.7,10.9,28.2,26.5,836,524,61.5,9.3,10.6,91.3,101.9,60.7,39.3,20.5,473,415,53.3,70,25,27,35
1775,J.T. Brown,RW,TBL,2013-14,63,749,769,49.3,-1.9,-1.5,-2.8,592,586,50.3,-1.7,6.5,90.4,96.8,47.7,52.3,13.0,7,15,31.8,70,32,19,12
1776,Mathieu Dandenault,RW,MTL,2007-08,61,506,781,39.3,-11.8,-24.3,-25.6,387,583,39.9,-10.8,6.7,91.5,98.2,36.7,63.3,11.1,0,1,0.0,70,26,17,19
1777,Richard Panik,RW,TBL,2013-14,50,550,516,51.6,2.2,3.2,3.8,403,395,50.5,0.2,7.4,90.6,98.0,56.2,43.8,12.7,3,5,37.5,70,16,16,23
1778,Zack Kassian,RW,VAN,2012-13,39,469,445,51.3,-2.1,2.7,-0.8,325,357,47.7,-5.1,9.1,91.5,100.6,51.8,48.2,13.5,6,8,42.9,70,4,10,20
1779,Zach Parise,LW,MIN,2013-14,67,1439,1019,58.5,13.9,18.4,23.3,1102,747,59.6,15.1,9.4,91.0,100.4,67.6,32.4,20.4,10,14,41.7,70,45,46,18
1780,Blake Wheeler,RW,BOS,2009-10,82,1306,1018,56.2,2.7,13.5,10.1,949,797,54.4,0.4,9.3,91.4,100.8,58.5,41.5,15.6,13,14,48.1,70,32,19,24
1781,Ryan Kesler,C,VAN,2008-09,82,1357,1383,49.5,-1.8,-1.0,-2.4,1020,1064,48.9,-2.1,11.6,89.6,101.2,39.6,60.4,19.2,524,445,54.1,70,70,72,30
1782,Michael Ryder,RW,BOS,2010-11,79,1164,1041,52.8,0.6,6.4,3.9,847,784,51.9,0.1,8.9,92.8,101.7,58.8,41.2,14.5,5,3,62.5,70,19,35,28
1783,Jamie Langenbrunner,RW,STL,2011-12,70,995,826,54.6,0.0,9.9,4.6,745,597,55.5,-0.1,6.3,92.8,99.0,55.3,44.7,14.6,10,17,37.0,70,19,15,10
1784,Jordan Staal,C,PIT,2010-11,42,912,750,54.9,3.6,10.8,9.5,643,574,52.8,-0.2,10.5,91.4,101.9,50.1,49.9,21.4,376,425,46.9,70,13,20,10
1785,Clarke MacArthur,LW,OTT,2014-15,62,1167,894,56.6,8.8,15.5,19.9,844,725,53.8,7.5,9.6,91.3,100.9,57.8,42.2,17.0,8,13,38.1,70,17,31,36
1786,Paul Bissonnette,LW,PHX,2011-12,31,166,138,54.6,6.8,8.9,11.0,125,116,51.9,5.3,1.0,93.7,94.7,55.8,44.2,6.1,0,1,0.0,70,1,2,4
1787,Tyler Toffoli,C,LAK,2015-16,82,1732,1125,60.6,6.5,25.7,21.3,1255,872,59.0,3.5,11.1,92.0,103.1,61.6,38.4,17.3,0,4,0.0,70,19,32,38
1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Patrik Berglund,C,STL,2009-10,71,1024,668,60.5,11.5,22.3,23.4,760,518,59.5,10.4,8.6,91.0,99.6,67.5,32.5,13.5,220,284,43.7,70,11,26,20
1790,Tyler Kennedy,C,PIT,2011-12,60,985,641,60.6,6.2,23.9,18.7,749,491,60.4,5.4,7.9,92.6,100.5,60.1,39.9,14.4,42,47,47.2,70,10,19,11
1791,Andrew Shaw,C,CHI,2012-13,48,731,522,58.3,4.6,17.4,13.6,519,369,58.4,3.4,7.9,94.1,101.9,61.8,38.2,15.1,201,256,44.0,70,14,12,10
1792,Taylor Pyatt,LW,TOT,2013-14,56,469,645,42.1,-10.9,0.0,0.0,347,481,41.9,-9.8,3.9,90.0,93.9,44.0,56.0,,7,6,53.8,70,28,12,4
1793,Brian Sutherby,C,DAL,2010-11,51,233,359,39.4,-11.1,-20.0,-20.5,159,267,37.3,-13.9,5.6,88.6,94.2,45.4,54.6,7.4,19,13,59.4,70,9,9,8
1794,Jason Blake,C,TOT,2009-10,82,1465,1144,56.2,4.4,0.0,0.0,1082,886,55.0,3.6,7.3,91.5,98.8,59.2,40.8,,31,50,38.3,70,26,62,30
1795,Patrick Eaves,RW,DAL,2015-16,54,804,576,58.3,5.7,19.5,16.4,588,406,59.2,6.1,9.6,90.1,99.7,62.1,37.9,13.0,3,8,27.3,70,20,15,11
1796,Bo Horvat,C,VAN,2015-16,82,1115,1463,43.3,-6.8,-14.9,-14.9,821,1139,41.9,-7.2,9.2,89.0,98.2,38.2,61.8,17.1,760,733,50.9,69,53,27,17
1797,Patric Hornqvist,RW,NSH,2009-10,80,1429,858,62.5,12.5,27.3,27.3,1104,648,63.0,13.3,9.1,92.9,102.1,62.7,37.3,15.7,5,13,27.8,69,26,33,22
1798,Tomas Holmstrom,LW,DET,2009-10,68,1318,635,67.5,15.2,38.3,35.6,990,514,65.8,13.3,10.0,91.0,100.9,69.6,30.4,15.8,0,1,0.0,69,6,25,32
1799,Patrick Eaves,RW,DAL,2014-15,47,787,551,58.8,8.3,21.9,20.7,596,394,60.2,10.1,12.9,90.3,103.2,64.0,36.0,13.7,2,3,40.0,69,27,18,10
1800,Brandon Sutter,C,CAR,2010-11,82,1070,1497,41.7,-11.6,-18.8,-22.9,796,1129,41.4,-10.7,9.1,92.8,101.9,38.6,61.4,16.6,594,739,44.6,69,72,48,25
1801,Cory Stillman,LW,TOT,2007-08,79,1574,1236,56.0,4.0,0.0,0.0,1160,936,55.3,4.1,9.8,90.6,100.4,61.7,38.3,,7,10,41.2,69,22,32,35
1802,Bo Horvat,C,VAN,2014-15,68,668,908,42.4,-7.9,-17.3,-18.0,519,655,44.2,-6.6,8.4,91.0,99.4,42.1,57.9,12.3,436,409,51.6,69,47,13,10
1803,Max Pacioretty,LW,MTL,2013-14,73,1474,1127,56.7,13.6,15.4,22.9,1077,831,56.4,11.2,10.8,90.6,101.5,61.4,38.6,18.5,6,4,60.0,69,33,28,18
1804,Antti Miettinen,RW,MIN,2008-09,82,1272,1294,49.6,0.5,-0.9,0.0,973,1008,49.1,-0.3,8.9,92.7,101.6,44.9,55.1,18.3,28,32,46.7,69,27,19,39
1805,Fernando Pisani,RW,CHI,2010-11,60,568,806,41.3,-15.5,-18.9,-25.9,425,570,42.7,-14.5,6.8,91.6,98.4,32.4,67.6,12.6,34,32,51.5,69,21,32,13
1806,James Sheppard,C,MIN,2008-09,82,1010,1151,46.7,-4.7,-6.8,-8.3,767,856,47.3,-4.1,7.4,91.6,99.0,41.5,58.5,15.2,361,509,41.5,69,47,36,22
1807,David Krejci,C,BOS,2011-12,79,1605,1188,57.5,3.3,17.2,12.6,1132,912,55.4,1.3,10.7,89.0,99.7,59.5,40.5,18.4,544,501,52.1,69,46,43,34
1808,Jeff Giuliano,LW,LAK,2007-08,53,303,755,28.6,-23.6,-43.3,-45.6,233,598,28.0,-23.8,7.1,91.0,98.1,27.6,72.4,11.8,108,131,45.2,69,27,11,11
1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Marcus Johansson,C,WSH,2014-15,82,1534,999,60.6,13.2,23.8,29.5,1121,728,60.6,12.9,10.8,92.1,102.9,70.6,29.4,16.5,7,9,43.8,69,18,29,30
1811,Tim Wallace,RW,CAR,2012-13,28,197,255,43.6,-7.0,-12.4,-12.9,129,198,39.4,-10.8,3.6,88.9,92.5,51.5,48.5,10.0,9,21,30.0,69,4,4,3
1812,Adam Burish,C,DAL,2011-12,65,701,835,45.6,-2.8,-9.7,-7.9,502,603,45.4,-4.3,9.4,91.9,101.2,38.1,61.9,12.8,217,172,55.8,69,36,17,13
1813,Marco Sturm,LW,BOS,2009-10,76,1291,986,56.7,5.1,14.5,13.0,969,767,55.8,4.1,9.0,93.7,102.7,54.4,45.6,16.6,2,9,18.2,69,24,31,19
1814,Marian Hossa,RW,DET,2008-09,74,1591,852,65.1,9.7,34.1,28.8,1244,693,64.2,10.1,11.6,91.2,102.9,63.7,36.3,17.5,4,15,21.1,69,9,40,34
1815,Brandon Sutter,C,PIT,2013-14,81,844,1281,39.7,-13.6,-20.5,-24.2,651,931,41.2,-12.4,7.0,91.8,98.8,34.9,65.1,15.8,549,601,47.7,69,40,29,13
1816,Rostislav Olesz,LW,FLA,2007-08,56,901,802,52.9,3.3,6.2,6.6,706,637,52.6,3.4,9.5,93.9,103.3,51.3,48.7,17.1,7,3,70.0,69,25,35,19
1817,Kyle Brodziak,C,MIN,2009-10,82,914,1241,42.4,-11.0,-15.6,-19.1,708,928,43.3,-10.0,9.0,90.6,99.5,31.9,68.1,15.3,484,517,48.4,69,52,48,31
